,id,n1_n2,n1_n3,n1_t1,n1_t2,n1_t3,n1_t4,n1_t5,n1_t6,n1_y1,n1_y2,n1_y3,n2_n3,n2_t1,n2_t2,n2_t3,n2_t4,n2_t5,n2_t6,n2_y1,n2_y2,n2_y3,n3_t1,n3_t2,n3_t3,n3_t4,n3_t5,n3_t6,n3_y1,n3_y2,n3_y3,t1_t2,t1_t3,t1_t4,t1_t5,t1_t6,t1_y1,t1_y2,t1_y3,t2_t3,t2_t4,t2_t5,t2_t6,t2_y1,t2_y2,t2_y3,t3_t4,t3_t5,t3_t6,t3_y1,t3_y2,t3_y3,t4_t5,t4_t6,t4_y1,t4_y2,t4_y3,t5_t6,t5_y1,t5_y2,t5_y3,t6_y1,t6_y2,t6_y3,y1_y2,y1_y3,y2_y3
20,CCPL0000b2,0.016196147,0.018252572,0.017949004,0.017193833,0.024345042,0.018264489,0.014455578,0.0290417,0.016187085,0.017820572,0.034064312,0.019019641,0.018624915,0.018775411,0.024447506,0.018424803,0.015709793,0.030675473,0.016360089,0.016805632,0.035268515,0.01395039,0.013210562,0.01542477,0.019998191,0.019449389,0.038276229,0.014874027,0.019382328,0.043819148,0.012964033,0.0157081,0.019616989,0.018763963,0.036087897,0.014570959,0.018851198,0.041644193,0.015390138,0.020179572,0.018485753,0.037256561,0.013889889,0.018790221,0.042999972,0.027399788,0.024904037,0.047263857,0.018806592,0.025062434,0.052859887,0.019483371,0.027194953,0.019306598,0.018736904,0.03252764,0.029552901,0.015261214,0.017504074,0.033970926,0.03443509,0.030050077,0.007758728,0.015831985,0.039660066,0.034901302
21,CCPL0000ci,0.018701803,0.024174592,0.018567512,0.024705449,0.022210404,0.021159569,0.017252138,0.018891901,0.024558952,0.018640453,0.039020143,0.021528788,0.021520466,0.012494457,0.010438696,0.02033148,0.01150217,0.020286519,0.024611495,0.020835081,0.044888485,0.019326864,0.030221665,0.027588239,0.019225584,0.018654481,0.020229081,0.018552091,0.018001799,0.030714573,0.029910585,0.027355483,0.017354215,0.018299868,0.017253874,0.016682563,0.01604509,0.031102559,0.006177103,0.027874628,0.018495336,0.027518161,0.033585008,0.029417232,0.054896638,0.025600648,0.01604221,0.025008971,0.031038018,0.026649714,0.051941078,0.018077586,0.021243425,0.017261945,0.018297635,0.034041859,0.017554063,0.021458125,0.01776636,0.039992139,0.021757877,0.018022373,0.035825849,0.017964004,0.027524546,0.030497907
22,CCPL0000cy,0.020920927,0.019488113,0.023679608,0.031433105,0.019554798,0.017776346,0.017356737,0.03523127,0.033715554,0.020917304,0.020915421,0.019443782,0.02480823,0.029460883,0.017510494,0.01639547,0.018669531,0.033443533,0.030912297,0.020015506,0.020194652,0.019394336,0.035021406,0.019393122,0.01767445,0.01912423,0.039222978,0.037106212,0.017093483,0.015842224,0.045102399,0.025764368,0.023207018,0.025899058,0.04899928,0.047422811,0.014254826,0.013969011,0.026113831,0.027056225,0.026357897,0.009311913,0.010159425,0.039560765,0.039783791,0.014683388,0.016495608,0.029701537,0.027917577,0.020711554,0.020857558,0.01557131,0.030967103,0.0294267,0.018750776,0.018816678,0.029820362,0.029170491,0.021990458,0.021879906,0.011921051,0.043510567,0.043933481,0.041328616,0.04176658,0.013127456
23,CCPL0000db,0.031580709,0.031018103,0.016496476,0.008386184,0.005938854,0.010006745,0.00693775,0.008087411,0.055296987,0.030449636,0.007800866,0.018313533,0.025303207,0.028445056,0.030027276,0.027155852,0.032874808,0.029233539,0.026048413,0.007651841,0.029444197,0.027874799,0.02893351,0.029856861,0.028717062,0.031569585,0.029933855,0.032221232,0.016657509,0.029745242,0.014035132,0.014201636,0.014625662,0.01634858,0.014657707,0.048914086,0.024577199,0.013324611,0.006262854,0.008263296,0.00804159,0.007547578,0.052412719,0.027491057,0.008035811,0.008014502,0.005639797,0.006260643,0.053982783,0.028886331,0.005924299,0.010214965,0.005052985,0.051164433,0.026134051,0.00900043,0.008182938,0.056538615,0.031527001,0.007598951,0.053336903,0.028154267,0.007688242,0.026038205,0.053537901,0.028500488
24,CCPL0000dr,0.01875197,0.014698687,0.01681578,0.018542005,0.028652204,0.019818231,0.018909324,0.014670413,0.023191087,0.029183922,0.017997734,0.0148227,0.018184837,0.018322015,0.029286901,0.018677462,0.020306151,0.01941303,0.024005713,0.029686978,0.020054204,0.013816007,0.015394469,0.027945755,0.016605237,0.017818149,0.015500658,0.021931471,0.028346444,0.017287595,0.016322341,0.033859085,0.017630031,0.022306612,0.015732007,0.027495438,0.034321588,0.022191279,0.028627099,0.017505066,0.019426666,0.018772876,0.022969263,0.029057959,0.019208331,0.024673758,0.015878364,0.030168047,0.008879155,0.003170271,0.013921608,0.016648762,0.02027275,0.019476315,0.025155492,0.016772443,0.020782296,0.011297799,0.016275274,0.009847074,0.024608739,0.030780092,0.019027196,0.009303376,0.009695493,0.014971081
25,CCPL0000eu,0.028652696,0.017420325,0.017900525,0.028654145,0.016122237,0.02039841,0.021451009,0.016919088,0.018403571,0.027798904,0.016866459,0.023012782,0.026374221,0.051050562,0.027835855,0.029458942,0.012547072,0.027590657,0.02539885,0.049738962,0.027888119,0.017973859,0.034548771,0.019731019,0.022695104,0.017311603,0.018219518,0.017742401,0.033293057,0.018326012,0.030943414,0.015758466,0.020391732,0.018902818,0.017441859,0.005699044,0.030030144,0.017024729,0.027695507,0.03089034,0.041713689,0.028394602,0.032492105,0.005785794,0.02794298,0.016712107,0.019865971,0.016653372,0.016241731,0.02749058,0.016025348,0.022467205,0.019852424,0.021202415,0.030191412,0.019377207,0.020290783,0.018254003,0.040404528,0.020421093,0.017865414,0.027180431,0.004717525,0.031612594,0.017480891,0.026894277
26,CCPL0000i9,0.028862566,0.022425143,0.018189665,0.034063987,0.0299116,0.02249478,0.026863569,0.024027919,0.033960208,0.028041543,0.022792911,0.024719188,0.026450837,0.011448878,0.009936783,0.029940002,0.044397946,0.031768095,0.010361916,0.045236986,0.035738163,0.018470196,0.028834127,0.026252946,0.020038271,0.028286127,0.022679791,0.028957969,0.029881472,0.022848865,0.030966224,0.026957998,0.020361792,0.026594311,0.020726928,0.031153999,0.027490331,0.021003602,0.011243054,0.035675399,0.050399106,0.037204068,0.005128103,0.051528227,0.04175837,0.031309105,0.045582723,0.03231122,0.011157855,0.046591368,0.037056495,0.023176363,0.019756036,0.035956755,0.02390863,0.018253656,0.022800812,0.050700884,0.010509088,0.014958321,0.037779473,0.022663541,0.017290991,0.05182736,0.042178884,0.015222888
27,CCPL0000ib,0.019010367,0.02688022,0.016907131,0.032592397,0.020018747,0.01630388,0.015130836,0.017505595,0.019508626,0.016293917,0.015755672,0.025102122,0.020060146,0.038003724,0.019805869,0.017828725,0.019248351,0.019470263,0.021475205,0.021682898,0.019041535,0.020449309,0.054351922,0.013584447,0.016250324,0.02672912,0.024849797,0.027507683,0.02459118,0.023619086,0.038729951,0.013527848,0.012267292,0.017415555,0.017772453,0.019459074,0.014483844,0.014962872,0.045116473,0.041187733,0.032864045,0.03704622,0.035223093,0.036017783,0.036226399,0.010695557,0.019345198,0.018637786,0.020937026,0.017857265,0.016257791,0.015235539,0.015305735,0.018943783,0.014171049,0.013521579,0.016952239,0.01976745,0.01631299,0.014839068,0.018544242,0.016163427,0.017385555,0.020235112,0.020004539,0.014228164
28,CCPL0000ic,0.022941077,0.018988049,0.020107944,0.018258534,0.032654393,0.017571049,0.019123057,0.024189735,0.032117698,0.032117698,0.014401238,0.02308316,0.019752802,0.024802571,0.047409188,0.014936793,0.023789173,0.01018731,0.046752363,0.046752363,0.01542712,0.022502599,0.021397876,0.031563789,0.018528886,0.007768538,0.024820769,0.030900681,0.030900681,0.015146053,0.013934189,0.039492097,0.015189382,0.023395529,0.017933266,0.038992558,0.038992558,0.014241782,0.031927515,0.018174488,0.021930138,0.025008852,0.031526018,0.031526018,0.015261605,0.038669571,0.030407952,0.049237896,0.005303016,0.005303016,0.035023246,0.01933651,0.015065714,0.037982803,0.037982803,0.010005341,0.02617625,0.029747076,0.029747076,0.015990239,0.048628751,0.048628751,0.015667383,0,0.034418959,0.034418959
29,CCPL0000ig,0.016081112,0.018989539,0.020222338,0.028844958,0.019812947,0.017310794,0.019271303,0.017572969,0.016837094,0.018519225,0.021295557,0.018597862,0.016873611,0.025446692,0.021661466,0.008901138,0.020670611,0.016961707,0.01372167,0.018228665,0.018823784,0.019575559,0.034056,0.014462263,0.01819063,0.016177028,0.018090783,0.019329473,0.020008026,0.018883374,0.029499611,0.023034064,0.017565949,0.022293722,0.02043156,0.018475289,0.022542203,0.0203161,0.03852566,0.028873548,0.031040674,0.025276631,0.019951599,0.030230412,0.03124305,0.020926064,0.018174781,0.020416979,0.022927463,0.021224538,0.020207917,0.021295091,0.018599657,0.016447132,0.019354446,0.019705528,0.017647792,0.018372955,0.020433841,0.021699468,0.014538109,0.019552486,0.020136688,0.019086387,0.019676164,0.023819223
