,id,n1_n2,n1_n3,n1_t1,n1_t2,n1_t3,n1_t4,n1_t5,n1_t6,n1_y1,n1_y2,n1_y3,n2_n3,n2_t1,n2_t2,n2_t3,n2_t4,n2_t5,n2_t6,n2_y1,n2_y2,n2_y3,n3_t1,n3_t2,n3_t3,n3_t4,n3_t5,n3_t6,n3_y1,n3_y2,n3_y3,t1_t2,t1_t3,t1_t4,t1_t5,t1_t6,t1_y1,t1_y2,t1_y3,t2_t3,t2_t4,t2_t5,t2_t6,t2_y1,t2_y2,t2_y3,t3_t4,t3_t5,t3_t6,t3_y1,t3_y2,t3_y3,t4_t5,t4_t6,t4_y1,t4_y2,t4_y3,t5_t6,t5_y1,t5_y2,t5_y3,t6_y1,t6_y2,t6_y3,y1_y2,y1_y3,y2_y3
10,CCPL00003i,33.55959896,33.2577515,34.58959821,35.0199819,34.08515695,34.00032524,34.39055923,34.00032524,33.39205745,33.7039471,34.75174431,33.18098072,34.5846558,34.17064432,34.15185455,33.11957363,34.05215505,33.11957363,33.99108413,34.75678686,34.61303714,31.70032982,33.0059934,40.39449457,32.91970733,32.58273367,32.91970733,33.11681751,32.65474323,37.78923515,36.73243526,32.73974184,33.75896934,36.36170152,33.75896934,33.73131279,35.49743656,33.64463333,34.14313081,34.60179094,41.07861761,34.60179094,34.15456299,35.25533918,35.1712561,33.77009872,33.60919241,33.77009872,33.91486171,33.62703565,38.75437263,33.71067289,inf,35.71897033,35.225606,34.5378733,33.71067289,33.49275116,34.60712913,34.63757995,35.71897033,35.225606,34.5378733,36.61437753,34.53327659,34.19084314
11,CCPL00003p,36.86700348,29.0069199,30.0165892,30.06445411,34.39720873,34.14407018,30.03769401,33.04822687,29.96076587,30.19606117,29.75799087,29.40676693,30.50516132,30.56337837,36.63583997,35.86310629,30.71587566,34.18743137,30.48218731,30.77866558,30.3289986,44.35109142,44.04797319,27.50929359,29.33323864,41.66313175,35.85760359,44.14551977,40.67821029,41.93531994,59.21769503,28.34825996,30.25789741,44.45166591,38.05242304,48.01622871,42.00034622,42.46699814,28.39286808,30.29518608,44.56470016,38.14528946,48.14250473,41.97183613,42.35845092,34.6349049,28.48269466,31.04441646,28.31215862,28.61386779,28.25439457,30.3000832,33.27539447,30.129962,30.38197044,30.15226844,37.8866053,46.65020231,41.02657083,42.41289619,37.94705633,37.89963487,37.10537437,42.24590543,42.05914739,42.34388355
12,CCPL00007s,34.65178255,34.69644312,34.38677314,34.35251716,34.9423838,35.23039821,34.91238836,34.76261142,34.1741443,35.36966327,35.380559,34.95527271,34.30988792,34.86222271,34.86777309,36.75295356,34.00728706,33.90701297,34.80568889,35.45532707,37.25498441,34.7003508,34.81745485,35.93216423,34.52460054,35.20428661,33.49398855,34.59520105,35.94719413,34.6123195,46.26361374,34.23179392,34.01666168,34.02806524,33.07135824,46.76954273,34.30738929,34.29998163,34.34361938,34.37649969,34.07655243,33.17488197,50.06423238,34.43423036,34.66371063,34.41567424,34.26012043,33.3975983,34.18204073,35.22815708,34.5850778,34.21793464,34.58419565,34.25940517,37.48358968,43.45546249,33.73043064,33.8853145,34.26160101,34.20442585,33.01975969,33.96833662,34.47133068,34.22575239,34.57639459,37.14312318
13,CCPL000081,35.29632095,32.3071957,36.63498644,34.67981819,34.92072109,34.45722107,34.82869867,34.84502081,34.68914274,34.94539264,35.2159572,32.44545225,34.72198728,32.99957994,33.15967802,33.11978105,33.23665384,33.29944853,33.00357822,33.18357948,33.29745058,32.19286922,32.73326162,33.71037964,33.52338794,33.81956104,34.15255788,33.84137872,33.73392824,33.33326582,34.19389013,34.06252388,33.84975675,33.89947418,34.00324587,33.8317943,34.08574346,34.15019993,34.66456894,34.39912561,34.53812126,34.89155534,34.62050918,34.64996818,34.73474744,34.70036749,47.66683105,42.87078146,44.55023054,51.24700073,44.63576797,34.55674175,34.72624544,34.59253076,34.70924381,34.94173769,42.32810501,43.24104789,48.4984732,42.83626798,46.2121344,42.60029319,42.90762666,43.93417123,45.12779955,43.93777612
14,CCPL00008b,27.75651935,39.5869017,25.75806621,27.37408642,25.43615345,43.37595466,26.57153133,25.24922374,25.21947864,25.33108238,25.45799259,28.75925068,35.70878509,37.92585615,35.29207472,28.36432937,37.49037746,34.9080849,34.85476259,35.05782369,35.33121828,26.5133715,28.21714882,26.17121223,40.58829788,27.38501552,25.97247604,25.9386206,26.05723861,26.19412426,36.53595451,47.11343054,26.19616989,38.04466728,44.2162371,43.90334371,46.03415254,47.68260721,36.04851011,27.88181308,37.25883726,35.60627226,35.56551698,35.83338979,36.10642675,25.86125377,37.97575716,49.67736009,49.37819246,51.07224945,54.01754383,27.0527697,25.66565994,25.63445572,25.74999336,25.8839703,37.61712555,37.56659988,37.79315237,38.00712351,52.73042682,52.30995659,49.76699594,50.66664699,49.3020511,51.26955036
15,CCPL000098,33.00387863,34.1115785,30.95469478,37.52694372,31.726203,31.06938366,30.96835617,34.61726907,31.23045925,31.6833258,30.906086,35.77101473,34.96259216,33.58517412,36.16170887,27.99401287,34.91655592,32.69844059,35.36682132,36.13147501,34.86445907,35.60627226,34.33629039,36.46565441,28.61623291,35.62642578,33.46495155,35.99838022,36.45031217,35.56551698,31.41465667,44.75384239,26.20799545,52.5346196,30.80640796,51.46311048,44.5551968,52.73042682,32.15613369,30.64260009,31.42096523,34.64374069,31.68299202,32.11961273,31.36136535,26.73434261,44.51912883,31.44777778,47.01213602,54.24831632,44.17487625,26.21859077,30.57285312,26.38524536,26.7244387,26.17481235,30.81782345,52.94401888,44.39856294,52.08385471,31.040144,31.3947678,30.75822357,47.02531341,50.36425594,44.05072216
16,CCPL0000ak,34.65840343,27.17453483,35.78861002,31.4991093,35.44111494,40.43851141,37.9409242,35.78848127,45.85913662,40.43851141,35.52069429,27.37745765,33.59550003,31.01108078,33.72928384,34.04232267,34.82012752,33.25160745,34.64634184,34.04232267,32.76421312,28.47315315,34.51947931,28.52339271,27.19641689,27.6171923,25.9636021,27.48949531,27.19641689,28.29375271,32.82407526,35.06885055,35.00119213,35.2549601,33.0215216,36.11095432,35.00119213,34.38194517,33.21823362,31.51538852,31.78310875,29.37556747,32.03062538,31.51538852,32.47014288,34.91993192,34.69084982,33.25752977,35.83199266,34.91993192,33.39207653,36.55784372,35.28515819,40.62763456,inf,35.6169844,34.16795257,37.81801466,36.55784372,34.76016287,35.42419437,35.28515819,32.40274671,40.62763456,35.84604744,35.6169844
17,CCPL0000al,32.67104391,31.29179481,25.2270985,31.68596271,39.09756664,40.15987877,40.54500583,32.80818943,31.36993412,31.72009472,32.36062053,33.54712251,28.21777824,34.85514644,33.9704347,34.00156501,34.39884666,35.46913627,34.72109798,34.76136926,35.23987297,29.69369415,33.8017774,32.86248449,32.69040111,33.07697061,33.47975734,33.99628404,36.00033048,34.30794719,28.59298233,26.23006347,26.10133651,26.2962294,28.17808632,29.11192421,29.57574371,28.37617401,33.57146743,32.92320493,33.45201973,35.22279266,33.29052929,33.76873497,35.66566709,38.57226852,40.42144302,34.3691564,32.30044607,33.08048252,34.25169233,40.27308944,33.81116394,33.16406015,33.28545097,34.30306438,34.48277,32.97780279,33.55908159,34.24145225,33.75812296,33.8177729,35.06051067,35.35231832,34.0024424,34.31725982
18,CCPL0000am,33.32617525,32.30394367,25.50464157,26.83942321,25.61248306,31.66591648,31.97393421,32.44505886,32.26661447,36.31814483,31.52523044,35.0813723,28.40149406,30.25940422,28.57749466,34.65239528,35.54518942,35.58969978,35.29234413,35.17956737,35.1355863,29.13722519,31.30530838,29.30935863,36.42454628,35.65937046,34.97140649,35.16434673,34.63622812,36.45281557,38.23022369,51.17683891,30.10387424,29.07112125,28.4552956,28.88254646,26.99906353,30.84077839,38.68274454,32.17803959,31.06012348,30.43328766,30.68491939,28.61537937,33.00535206,30.29082779,29.24784664,28.65543846,29.00613311,27.13210109,31.03691105,35.59317831,34.9014521,35.75023655,34.24891952,38.88104442,35.1264954,35.15700344,34.32345394,35.81754688,34.30351499,34.73028663,35.20972255,34.78986982,36.05959657,33.95451788
19,CCPL0000b1,32.35318664,31.27098564,33.75678543,35.17813209,33.36009506,33.40853456,33.38333372,35.37789587,32.33634475,33.95331863,34.54783205,39.53316454,34.61688999,37.18492988,32.10744861,32.20947746,31.76921848,31.91884521,39.70643047,34.8711491,31.28643993,32.83046249,34.28695205,30.7724953,30.88425163,30.35631183,30.64742569,36.55487779,32.52952818,30.02553943,38.45793728,34.6024609,34.69653133,34.3267012,34.14402488,34.53212742,36.59235719,34.70696453,35.72142605,35.80495838,35.04905227,35.05727533,37.63202432,39.8071051,35.40026191,46.83386091,34.02498487,34.36976913,32.30858091,35.01281027,35.60167555,33.95544771,34.39879421,32.40284685,35.03803257,35.56033376,34.6072245,31.68309692,34.59811453,37.85053972,31.99477199,34.13792375,35.91694359,35.52340273,31.44808296,34.75446466
